Pelt tag #,Date of harvest,Sex,Weight (lbs),Location/waterbody,Town,Watershed,HarvestType
1674,12/2/2014,M,15,West Meadow Brook,Foster,Quinebaug,Public
1675,12/3/2014,M,38,West Meadow Brook,Foster,Quinebaug,Public
1676,12/5/2014,F,25,West Meadow Brook,Foster,Quinebaug,Public
1677,12/7/2014,M,13,West Meadow Brook,Foster,Quinebaug,Public
1678,12/12/2014,F,15,West Meadow Brook,Foster,Quinebaug,Public
1679,12/13/2014,F,17,West Meadow Brook,Foster,Quinebaug,Public
1680,12/18/2014,F,23,West Meadow Brook,Foster,Quinebaug,Public
1681,12/22/2014,F,20,West Meadow Brook,Foster,Quinebaug,Public
1682,12/31/2014,M,48,West Meadow Brook,Foster,Quinebaug,Public
1683,1/2/2015,M,14,West Meadow Brook,Foster,Quinebaug,Public
1684,1/4/2015,F,52,West Meadow Brook,Foster,Quinebaug,Public
1685,11/17/2014,M,25,Betty Pond,Scituate,Pawtuxet,Public
1686,11/18/2014,F,41,Betty Pond,Scituate,Pawtuxet,Public
1687,11/18/2014,F,22,Betty Pond,Scituate,Pawtuxet,Public
1688,12/5/2014,M,32,Peeptoad Pond,Scituate,Pawtuxet,Public
1689,12/5/2014,F,36,Peeptoad Pond,Scituate,Pawtuxet,Public
1690,12/15/2014,M,34,Malbourn Pond,Glocester,Blackstone,Public
1691,12/17/2014,M,32,Malbourn Pond,Glocester,Blackstone,Public
1692,12/22/2014,F,57,Malbourn Pond,Glocester,Blackstone,Public
1693,12/5/2014,F,29,Chipuxet River,South Kingstown,Pawcatuck,Public
1694,12/5/2014,F,28,Chipuxet River,South Kingstown,Pawcatuck,Public
1695,12/28/2014,unk,25,Wakefield Pond,Burrillville,Quinebaug,Public
1696,1/19/2015,M,11,Wakefield Pond,Burrillville,Quinebaug,Public
1697,11/24/2014,M,45,Peck Pond,Burrillville,Quinebaug,Public
1698,11/24/2014,M,26,Peck Pond,Burrillville,Quinebaug,Public
1699,12/1/2014,M,26,Peck Pond,Burrillville,Quinebaug,Public
1700,12/1/2014,F,30,Peck Pond,Burrillville,Quinebaug,Public
1701,12/15/2014,F,54,Spring Grove Pond,Glocester,Blackstone,Public
1702,12/21/2014,F,29,Big Round Top Pond,Burrillville,Blackstone,Public
1703,12/21/2014,F,32,Big Round Top Pond,Burrillville,Blackstone,Public
1704,1/26/2015,F,40,Big Round Top Pond,Burrillville,Blackstone,Public
1705,1/26/2015,M,23,Clear River,Burrillville,Blackstone,Public
1706,11/18/2014,unk,25,Sandy Brook Road,Glocester,Pawtuxet,Public
1707,11/18/2014,unk,17,Sandy Brook Road,Glocester,Pawtuxet,Public
1708,11/25/2014,M,45,Sandy Brook Road,Glocester,Pawtuxet,Public
1709,11/26/2014,F,51,Sandy Brook Road,Glocester,Pawtuxet,Public
1710,11/29/2014,M,46,Winsor Brook,Foster,Pawtuxet,Public
1711,11/30/2014,F,34,Winsor Brook,Foster,Pawtuxet,Public
1712,11/2/2004,M,18,Seldom Seen Farm pond (Evans Road),Glocester,Blackstone,Public
1712,11/30/2014,F,32,Ponagansett River,Foster,Pawtuxet,Public
1713,11/3/2004,M,38,Seldom Seen Farm pond (Evans Road),Glocester,Blackstone,Public
1713,12/4/2014,F,48,Echo Lake (Pascoag Reservoir?),Glocester,Blackstone,Public
1714,11/9/2004,F,36,Seldom Seen Farm pond (Evans Road),Glocester,Blackstone,Public
1714,12/4/2014,M,50,Echo Lake (Pascoag Reservoir?),Glocester,Blackstone,Public
1715,12/15/2014,unk,40,Ponagansett River,Foster,Pawtuxet,Public
1716,12/15/2014,unk,50,Spring Grove Pond,Glocester,Blackstone,Public
1717,12/28/2014,M,48,Tucker Hollow Road (Dolly Cole Brook),Foster,Pawtuxet,Public
1718,12/29/2014,F,39,Tucker Hollow Road (Dolly Cole Brook),Foster,Pawtuxet,Public
1719,1/5/2015,M,38,Chepachet River,Glocester,Blackstone,Public
1720,1/7/2015,unk,32,Chepachet River,Glocester,Blackstone,Public
1721,11/15/2014,unk,32,Fisherville Brook,Exeter,Pawcatuck,Public
1722,11/15/2014,unk,10,Fisherville Brook,Exeter,Pawcatuck,Public
1723,11/16/2014,unk,10,Fisherville Brook,Exeter,Pawcatuck,Public
1724,11/20/2014,unk,10,Fisherville Brook,Exeter,Pawcatuck,Public
1725,12/8/2014,unk,20,Fisherville Brook,Exeter,Pawcatuck,Public
1726,11/6/2015,unk,39,Roaring Brook,Coventry,Quinebaug,Public
1727,12/30/2015,unk,45,Roaring Brook,Coventry,Quinebaug,Public
1728,11/18/2015,F,30,unnamed pond,Hopkinton,unknown,Public
1729,,unk,u,unknown,unknown,unknown,Public
1730,12/6/2015,F,41,Hopkinton City (Parmenter Brook),Hopkinton,Pawcatuck,Public
1731,11/6/2015,F,32,Hopkins Pond,Exeter,Pawcatuck,Public
1732,11/17/2015,M,15,Hopkins Pond,Exeter,Pawcatuck,Public
1733,12/7/2015,M,30,Hopkinton City (Parmenter Brook),Hopkinton,Pawcatuck,Public
1734,12/18/2015,F,36,Hopkins Pond,Exeter,Pawcatuck,Public
1735,12/15/2015,F,21,Locustville Pond,Hopkinton,Pawcatuck,Public
1736,12/18/2015,M,22,Locustville Pond,Hopkinton,Pawcatuck,Public
1737,2/2/2016,M,36,Hopkins Pond,Exeter,Pawcatuck,Public
1738,12/14/2015,F,34,Hopkins Pond,Exeter,Pawcatuck,Public
1741,11/20/2015,F,48,Peeptoad Brook,Scituate,Pawtuxet,Public
1742,11/21/2016,M,22,Peeptoad Brook,Scituate,Pawtuxet,Public
1743,12/13/2015,F,57,Tarbox Pond,West Greenwich,Pawtuxet,Public
1744,12/13/2015,M,54,Tarbox Pond,West Greenwich,Pawtuxet,Public
1745,2/2/2016,unk,u,Clear River,Burrillville,Blackstone,Public
1746,1/14/2016,M,25,Roaring Brook,Coventry,Quinebaug,Public
1747,1/14/2016,F,10,Roaring Brook,Coventry,Quinebaug,Public
1748,1/12/2005,F,25,White Horn Brook (URI),South Kingstown,Pawcatuck,Public
1748,11/2/2015,M,30,unnamed pond,South Kingstown,unknown,Public
1749,12/3/2015,M,42,Chipuxet River,South Kingstown,Pawcatuck,Public
1750,12/4/2015,M,29,Chipuxet River,South Kingstown,Pawcatuck,Public
1751,12/4/2015,F,23,Chipuxet River,South Kingstown,Pawcatuck,Public
1752,1/12/2005,M,30,White Horn Brook (URI),South Kingstown,Pawcatuck,Public
1752,12/25/2015,M,52,Congdon River,West Greenwich,Pawcatuck,Public
1753,1/7/2016,M,45,Roaring Brook,Exeter,Pawcatuck,Public
1754,2/26/2016,M,20,Wood River,Hopkinton,Pawcatuck,Public
1755,11/13/2015,M,44,Slatersville Reservoir,North Smithfield,Blackstone,Public
1756,11/14/2015,M,12,Slatersville Reservoir,North Smithfield,Blackstone,Public
1757,11/23/2015,F,37,Slatersville Reservoir,North Smithfield,Blackstone,Public
1758,1/30/2016,F,35,Slatersville Reservoir,North Smithfield,Blackstone,Public
1759,11/15/2015,M,40,Moshassuck River,Lincoln,Moshassuck,Public
1760,11/15/2015,F,25,Moshassuck River,Lincoln,Moshassuck,Public
1761,11/22/2015,F,18,Moshassuck River,Lincoln,Moshassuck,Public
1762,11/22/2015,F,22,Moshassuck River,Lincoln,Moshassuck,Public
1763,11/22/2015,M,23,Moshassuck River,Lincoln,Moshassuck,Public
1764,1/3/2016,F,33,Waterman Pond,Coventry,Quinebaug,Public
1765,1/3/2016,F,43,Waterman Pond,Coventry,Quinebaug,Public
1766,2/21/2016,M,44,Round Top Pond,Burrillville,Blackstone,Public
1767,12/15/2015,F,42,Ponagansett River,Foster,Pawtuxet,Public
1768,12/16/2015,M,27,Ponagansett River,Foster,Pawtuxet,Public
1769,12/30/2015,M,43,Lake Bel Air ,North Smithfield,Blackstone,Public
1770,1/15/2016,M,52,Hartford Pike,Scituate,Pawtuxet,Public
1771,3/8/2016,M,33,Lake Bel Air ,North Smithfield,Blackstone,Public
1772,3/9/2016,F,37,Lake Bel Air ,North Smithfield,Blackstone,Public
1773,11/20/2015,M,48,unnamed pond,Coventry,unknown,Public
1774,11/20/2015,M,46,unnamed pond,Coventry,unknown,Public
1775,11/21/2015,F,42,unnamed pond,Coventry,unknown,Public
1776,11/22/2015,F,35,unnamed pond,Coventry,unknown,Public
1777,11/23/2015,M,27,unnamed pond,Coventry,unknown,Public
1778,11/24/2015,M,u,unnamed pond,Coventry,unknown,Public
1779,11/25/2015,F,u,unnamed pond,Coventry,unknown,Public
1780,11/2/2015,F,10,Spencer Pond (Moosup Valley Road),Foster,Quinebaug,Public
1781,11/3/2015,F,49,Spencer Pond (Moosup Valley Road),Foster,Quinebaug,Public
1782,11/4/2015,F,10,Spencer Pond (Moosup Valley Road),Foster,Quinebaug,Public
1783,12/17/2015,M,34,Spencer Pond (Moosup Valley Road),Foster,Quinebaug,Public
1784,12/18/2015,F,27,Spencer Pond (Moosup Valley Road),Foster,Quinebaug,Public
1785,12/23/2015,M,40,Spencer Pond (Moosup Valley Road),Foster,Quinebaug,Public
1786,12/24/2015,F,10,Spencer Pond (Moosup Valley Road),Foster,Quinebaug,Public
1787,1/4/2016,F,40,unnamed pond,Glocester,unknown,Public
1788,1/4/2016,F,12,unnamed pond,Glocester,unknown,Public
1789,1/8/2016,F,49,unnamed pond,Glocester,unknown,Public
1790,1/8/2016,F,14,unnamed pond,Glocester,unknown,Public
1791,1/10/2016,M,14,unnamed pond,Glocester,unknown,Public
1792,1/11/2016,F,13,unnamed pond,Glocester,unknown,Public
1793,12/25/2004,M,40,"unnamed stream, Old Snake Hill Road",Glocester,Blackstone,Public
1793,11/13/2015,F,35,Betty Pond,Scituate,Pawtuxet,Public
1794,12/20/2004,F,32,"unnamed stream, Old Snake Hill Road",Glocester,Blackstone,Public
1794,11/14/2015,M,42,Betty Pond,Scituate,Pawtuxet,Public
1795,1/10/2005,F,10,"unnamed stream, Old Snake Hill Road",Glocester,Blackstone,Public
1795,11/20/2015,M,74,Kent Brook,Scituate,Pawtuxet,Public
1796,12/25/2004,M,15,"unnamed stream, Old Snake Hill Road",Glocester,Blackstone,Public
1796,11/30/2015,F,32,Kent Brook,Scituate,Pawtuxet,Public
1797,1/12/2005,F,8,"unnamed stream, Old Snake Hill Road",Glocester,Blackstone,Public
1797,12/2/2015,F,18,Kent Brook,Scituate,Pawtuxet,Public
1798,12/2/2015,M,22,Kent Brook,Scituate,Pawtuxet,Public
1799,12/4/2015,M,18,Kent Brook,Scituate,Pawtuxet,Public
1800,12/5/2015,M,20,Kent Brook,Scituate,Pawtuxet,Public
1801,12/10/2015,F,24,Kent Brook,Scituate,Pawtuxet,Public
1802,1/1/2016,F,40,Westconnaug Brook,Scituate,Pawtuxet,Public
1803,1/5/2016,M,28,Westconnaug Brook,Scituate,Pawtuxet,Public
1804,1/7/2016,M,24,Westconnaug Brook,Scituate,Pawtuxet,Public
1805,12/7/2015,unk,35,Punchbowl Trail,Richmond,Pawcatuck,Public
1806,12/7/2015,unk,20,Chipuxet River,North Kingstown,Pawcatuck,Public
1807,12/10/2015,unk,20,Pasquisset Pond,Charlestown,Pawcatuck,Public
1808,12/10/2015,unk,20,Pasquisset Pond,Charlestown,Pawcatuck,Public
1809,12/17/2015,unk,50,Cross Mills Pond,Charlestown,R. I. Sound,Public
1810,12/20/2015,unk,45,Cross Mills Pond,Charlestown,R. I. Sound,Public
1811,12/21/2015,unk,40,Cross Mills Pond,Charlestown,R. I. Sound,Public
1812,12/25/2015,unk,35,Cross Mills Pond,Charlestown,R. I. Sound,Public
1813,12/25/2015,unk,30,Punchbowl Trail,Richmond,Pawcatuck,Public
1814,12/25/2015,unk,20,Pasquisset Pond,Charlestown,Pawcatuck,Public
1815,12/27/2015,unk,18,Cross Mills Pond,Charlestown,R. I. Sound,Public
1816,2/15/2016,unk,25,Pasquisset Pond,Charlestown,Pawcatuck,Public
1817,2/16/2016,unk,40,Pasquisset Pond,Charlestown,Pawcatuck,Public
1818,2/25/2016,unk,30,Pasquisset Pond,Charlestown,Pawcatuck,Public
1819,3/10/2016,unk,50,Chipuxet River,North Kingstown,Pawcatuck,Public
1820,3/12/2016,unk,30,Chipuxet River,North Kingstown,Pawcatuck,Public
1821,3/13/2016,unk,40,Pasquisset Pond,Charlestown,Pawcatuck,Public
1822,3/19/2016,unk,40,Pasquisset Pond,Charlestown,Pawcatuck,Public
1823,3/8/2016,F,35,Tomaquag Brook,Hopkinton,Pawcatuck,Public
1824,12/3/2015,F,37,Wood River,Richmond,Pawcatuck,Public
1825,2/25/2016,F,43,Woody Hill Brook,Exeter,Pawcatuck,Public
1826,2/26/2016,M,34,Woody Hill Brook,Exeter,Pawcatuck,Public
1827,3/3/2016,F,24,Woody Hill Brook,Exeter,Pawcatuck,Public
1828,12/17/2015,M,42,West Meadow Brook,Foster,Quinebaug,Public
1829,12/18/2015,M,32,West Meadow Brook,Foster,Quinebaug,Public
1830,12/19/2015,F,34,West Meadow Brook,Foster,Quinebaug,Public
1831,3/13/2015,unk,17,West Meadow Brook,Foster,Quinebaug,
1833,3/8/2016,unk,30,Pratt Pond,North Smithfield,Blackstone,Public
1834,3/9/2016,unk,15,Pratt Pond,North Smithfield,Blackstone,Public
1835,3/9/2016,unk,12,Pratt Pond,North Smithfield,Blackstone,Public
1836,3/10/2016,unk,25,Pratt Pond,North Smithfield,Blackstone,Public
1837,3/11/2016,M,55,Pratt Pond,North Smithfield,Blackstone,Public
1838,3/12/2016,F,65,Pratt Pond,North Smithfield,Blackstone,Public
1839,3/12/2016,unk,27,Pratt Pond,North Smithfield,Blackstone,Public
1840,1/10/2016,M,47,unnamed pond,North Smithfield,unknown,Public
1841,2/26/2016,M,39,Mountaindale Reservoir,Smithfield,Woonasquatucket,Public
1842,2/27/2016,F,32,Mountaindale Reservoir,Smithfield,Woonasquatucket,Public
1843,2/27/2016,F,34,Mountaindale Reservoir,Smithfield,Woonasquatucket,Public
1844,2/28/2016,M,60,Mountaindale Reservoir,Smithfield,Woonasquatucket,Public
1845,3/1/2016,F,31,Mountaindale Reservoir,Smithfield,Woonasquatucket,Public
1846,3/1/2016,F,42,Mountaindale Reservoir,Smithfield,Woonasquatucket,Public
1847,3/3/2016,F,46,Mountaindale Reservoir,Smithfield,Woonasquatucket,Public
1848,3/4/2016,M,61,Mountaindale Reservoir,Smithfield,Woonasquatucket,Public
1849,3/12/2016,unk,u,Knibb Rd. (Frye),Burrillville,Blackstone,Public
1850,4/2/2016,M,30,Crookfall Brook,Lincoln,Blackstone,Nuisance
1851,12/14/2014,M,34,Ponagansett River,Foster,Pawtuxet,Public
1852,12/14/2014,F,38,Ponagansett River,Foster,Pawtuxet,Public
1853,12/14/2014,M,35,Ponagansett River,Foster,Pawtuxet,Public
1854,12/15/2014,F,34,Ponagansett River,Foster,Pawtuxet,Public
1855,12/15/2014,F,34,Ponagansett River,Foster,Pawtuxet,Public
1856,12/4/2015,M,30,Carr River,West Greenwich,Pawtuxet,Public
1857,12/5/2015,M,44,Rathbon Pond,West Greenwich,Pawtuxet,Public
1858,12/5/2015,unk,34,Capwell Mill Pond,West Greenwich,Pawtuxet,Public
1859,12/5/2015,M,18,Carr River,West Greenwich,Pawtuxet,Public
1860,12/5/2015,unk,30,Carr River,West Greenwich,Pawtuxet,Public
1861,12/5/2015,unk,32,Capwell Mill Pond,West Greenwich,Pawtuxet,Public
1862,12/5/2015,F,47,Rathbon Pond,West Greenwich,Pawtuxet,Public
1863,11/4/2016,M,56,Sylvia's Brook,Cumberland,Blackstone,Public
1864,11/4/2016,F,25,Sylvia's Brook,Cumberland,Blackstone,Public
1865,11/5/2016,M,34,Sylvia's Brook,Cumberland,Blackstone,Public
1866,11/5/2016,M,28,Sylvia's Brook,Cumberland,Blackstone,Public
1867,11/7/2016,M,30,Sylvia's Brook,Cumberland,Blackstone,Public
1868,11/7/2016,F,50,Sylvia's Brook,Cumberland,Blackstone,Public
1869,11/9/2016,F,2,Sylvia's Brook,Cumberland,Blackstone,Public
1870,11/11/2016,M,20,Sylvia's Brook,Cumberland,Blackstone,Public
1871,11/12/2016,F,17,Sylvia's Brook,Cumberland,Blackstone,Public
1872,11/13/2016,M,17,Sylvia's Brook,Cumberland,Blackstone,Public
1873,11/3/2016,F,55,Ponagansett River,Foster,Pawtuxet,Public
1874,11/3/2016,F,42,Ponagansett River,Foster,Pawtuxet,Public
1875,11/3/2016,M,34,Ponagansett River,Foster,Pawtuxet,Public
1876,11/4/2016,M,44,Moosup River,Foster,Quinebaug,Public
1877,11/6/2016,F,31,Moosup River,Foster,Quinebaug,Public
1878,11/25/2016,M,43,Spencer Pond (Moosup Valley Road),Foster,Quinebaug,Public
1879,11/25/2016,F,40,Spencer Pond (Moosup Valley Road),Foster,Quinebaug,Public
1880,11/26/2016,M,21,Bowdish Reservoir,Glocester,Quinebaug,Public
1881,11/26/2016,M,31,Carbuncle Brook,Coventry,Quinebaug,Public
1882,11/27/2016,M,26,Carbuncle Brook,Coventry,Quinebaug,Public
1883,11/28/2016,F,29,Carbuncle Brook,Coventry,Quinebaug,Public
1884,11/3/2016,F,13,unknown,Exeter,unknown,Public
1885,11/4/2016,M,16,unknown,Exeter,unknown,Public
1886,11/4/2016,M,14,unknown,Exeter,unknown,Public
1887,11/24/2016,F,15,Brushy Brook,Hopkinton,Pawcatuck,Public
1888,12/11/2016,F,38,White Brook,Richmond,Pawcatuck,Public
1889,12/20/2016,F,13,White Brook,Richmond,Pawcatuck,Public
1890,11/9/2016,F,32,Chipuxet River,Exeter,Pawcatuck,Public
1891,12/29/2016,F,12,Beaver River,Richmond,Pawcatuck,Public
1892,12/29/2016,F,13,Beaver River,Richmond,Pawcatuck,Public
1893,12/30/2016,F,41,Beaver River,Richmond,Pawcatuck,Public
1894,12/31/2016,F,33,Beaver River,Richmond,Pawcatuck,Public
1895,12/31/2016,F,15,Beaver River,Richmond,Pawcatuck,Public
1896,1/2/2017,F,15,Beaver River,Richmond,Pawcatuck,Public
1897,1/3/2017,M,17,Beaver River,Richmond,Pawcatuck,Public
1898,1/6/2017,F,35,Dolly Cole Brook,Foster,Pawtuxet,Public
1899,1/11/2017,F,35,Dolly Cole Brook,Foster,Pawtuxet,Public
1900,1/19/2017,M,16,Dolly Cole Brook,Foster,Pawtuxet,Public
1901,1/19/2017,M,43,Dolly Cole Brook,Foster,Pawtuxet,Public
1902,1/20/2017,F,16,Dolly Cole Brook,Foster,Pawtuxet,Public
1903,1/20/2017,F,44,Dolly Cole Brook,Foster,Pawtuxet,Public
1904,1/25/2017,M,42,Dolly Cole Brook,Foster,Pawtuxet,Public
1905,1/25/2017,M,13,Dolly Cole Brook,Foster,Pawtuxet,Public
1906,1/26/2017,M,32,Dolly Cole Brook,Foster,Pawtuxet,Public
1907,1/24/2017,F,44,Beaver River,Richmond,Pawcatuck,Public
1908,1/22/2017,F,38,Newton's Marsh,Westerly,Pawcatuck,Public
1909,1/25/2017,F,27,Beaver River,Richmond,Pawcatuck,Public
1910,1/26/2017,M,15,Beaver River,Richmond,Pawcatuck,Public
1911,1/27/2017,M,40,Beaver River,Richmond,Pawcatuck,Public
1912,1/28/2017,F,14,Wood River,Richmond,Pawcatuck,Public
1913,11/20/2016,F,49,unknown,Coventry,unknown,Public
1914,11/21/2016,M,46,unknown,Coventry,unknown,Public
1915,12/3/2016,M,47,Carr River,West Greenwich,Pawtuxet,Public
1916,12/4/2016,F,12,Tarbox Pond,West Greenwich,Pawtuxet,Public
1917,12/4/2016,M,41,Tarbox Pond,West Greenwich,Pawtuxet,Public
1918,12/4/2016,F,39,Rathbon Pond,West Greenwich,Pawtuxet,Public
1919,12/17/2016,F,10,Roaring Brook,Coventry,Quinebaug,Public
1920,12/18/2016,M,10,Roaring Brook,Coventry,Quinebaug,Public
1921,12/24/2016,M,51,Arcadia Managemetn Area,Exeter,Pawcatuck,Public
1922,1/2/2017,M,17,Arcadia Managemetn Area,Exeter,Pawcatuck,Public
1923,1/13/2017,F,45,Cross Mills Pond,Charlestown,R. I. Sound,Public
1924,1/25/2017,M,30,Cross Mills Pond,Charlestown,R. I. Sound,Public
1925,11/19/2016,M,36,Cherry Brook,North Smithfield,Blackstone,Public
1926,11/20/2016,M,14,Cherry Brook,North Smithfield,Blackstone,Public
1927,11/21/2016,F,49,Cherry Brook,North Smithfield,Blackstone,Public
1928,11/22/2016,F,36,Cherry Brook,North Smithfield,Blackstone,Public
1929,11/23/2016,F,14,Cherry Brook,North Smithfield,Blackstone,Public
1930,11/28/2016,M,53,Cherry Brook,North Smithfield,Blackstone,Public
1931,11/28/2016,M,14,Cherry Brook,North Smithfield,Blackstone,Public
1932,11/30/2016,F,12,Cherry Brook,North Smithfield,Blackstone,Public
1933,12/1/2016,M,11,Cherry Brook,North Smithfield,Blackstone,Public
1934,12/8/2016,M,20,Primrose Pond,North Smithfield,Woonasquatucket,Public
1935,12/8/2016,F,21,Primrose Pond,North Smithfield,Woonasquatucket,Public
1936,12/9/2016,F,41,Primrose Pond,North Smithfield,Woonasquatucket,Public
1937,12/13/2016,F,17,Primrose Pond,North Smithfield,Woonasquatucket,Public
1938,12/31/2016,M,47,Branch River,North Smithfield,Blackstone,Public
1939,12/31/2016,F,38,Branch River,North Smithfield,Blackstone,Public
1940,1/4/2017,F,40,Branch River,North Smithfield,Blackstone,Public
1941,1/5/2017,M,37,Branch River,North Smithfield,Blackstone,Public
1942,1/29/2017,F,50,Branch River,North Smithfield,Blackstone,Public
1943,1/20/2017,M,36,Shippee Brook,Foster,Pawtuxet,Public
1944,1/20/2017,M,17,Shippee Brook,Foster,Pawtuxet,Public
1945,1/21/2017,F,35,Ponagansett River,Foster,Pawtuxet,Public
1946,1/22/2017,M,30,Ponagansett River,Foster,Pawtuxet,Public
1947,1/22/2017,F,34,Shippee Brook,Foster,Pawtuxet,Public
1948,1/13/2017,M,39,Arcadia Managemetn Area,Exeter,Pawcatuck,Public
1949,1/15/2017,M,17,Arcadia Managemetn Area,Exeter,Pawcatuck,Public
1950,1/17/2017,F,17,Arcadia Managemetn Area,Exeter,Pawcatuck,Public
1951,2/26/2017,M,16,Arcadia Managemetn Area,Exeter,Pawcatuck,Public
1952,2/28/2017,M,15,Arcadia Managemetn Area,Exeter,Pawcatuck,Public
1953,2/28/2017,M,17,Arcadia Managemetn Area,Exeter,Pawcatuck,Public
1954,11/8/2016,M,15,Ross Pond,Burrillville,Blackstone,Public
1955,11/8/2016,M,35,Ross Pond,Burrillville,Blackstone,Public
1956,11/10/2016,F,42,Ross Pond,Burrillville,Blackstone,Public
1957,11/18/2016,M,37,Butterfly Pond,Lincoln,Moshassuck,Public
1958,11/19/2016,F,39,Butterfly Pond,Lincoln,Moshassuck,Public
1959,11/19/2016,M,45,Paine Brook,Foster,Pawtuxet,Public
1960,11/19/2016,F,47,Paine Brook,Foster,Pawtuxet,Public
1961,11/20/2016,M,15,Paine Brook,Foster,Pawtuxet,Public
1962,11/20/2016,M,18,Paine Brook,Foster,Pawtuxet,Public
1963,11/21/2016,F,16,Paine Brook,Foster,Pawtuxet,Public
1964,12/8/2016,F,63,Frosty Hollow,Scituate,Pawtuxet,Public
1965,12/8/2016,M,28,Frosty Hollow,Scituate,Pawtuxet,Public
1966,12/10/2016,M,27,Frosty Hollow,Scituate,Pawtuxet,Public
1967,12/10/2016,F,16,Frosty Hollow,Scituate,Pawtuxet,Public
1968,12/11/2016,F,17,Frosty Hollow,Scituate,Pawtuxet,Public
1969,12/13/2016,M,19,Frosty Hollow,Scituate,Pawtuxet,Public
1970,12/14/2016,F,21,Frosty Hollow,Scituate,Pawtuxet,Public
1971,1/15/2017,F,20,Westconnaug Reservoir,Foster,Pawtuxet,Public
1972,1/16/2017,M,38,Westconnaug Reservoir,Foster,Pawtuxet,Public
1973,1/16/2017,F,35,Westconnaug Reservoir,Foster,Pawtuxet,Public
1974,11/22/2016,M,62,Pawtuxet River,Scituate,Pawtuxet,Public
1975,11/22/2016,M,45,Pawtuxet River,Scituate,Pawtuxet,Public
1976,11/24/2016,F,38,Pawtuxet River,Scituate,Pawtuxet,Public
1977,11/25/2016,M,20,Pawtuxet River,Scituate,Pawtuxet,Public
1978,11/10/2016,F,44,Slatersville Reservoir,North Smithfield,Blackstone,Public
1979,11/14/2016,F,12,Slatersville Reservoir,North Smithfield,Blackstone,Public
1980,12/1/2016,F,34,Slatersville Reservoir,North Smithfield,Blackstone,Public
1981,12/2/2016,M,20,Slatersville Reservoir,North Smithfield,Blackstone,Public
1982,12/27/2016,M,31,Slatersville Reservoir,North Smithfield,Blackstone,Public
1983,12/6/2016,M,46,Moosup River,Foster,Quinebaug,Public
1984,12/6/2016,M,40,Big River,Coventry,Pawtuxet,Public
1985,1/5/2017,F,40,Big River,West Greenwich,Pawtuxet,Public
1986,1/25/2017,M,52,Moosup River,Foster,Quinebaug,Public
1987,2/2/2017,F,35,Roaring Brook,Coventry,Quinebaug,Public
1988,2/15/2017,F,26,Breakheart Pond,Exeter,Pawcatuck,Public
1989,12/3/2017,M,42,Arcadia Management Area,Exeter,Pawcatuck,Public
1990,12/3/2017,F,43,Arcadia Management Area,Exeter,Pawcatuck,Public
1991,11/2/2017,F,16,unknown,Exeter,unknown,Public
1992,11/2/2017,F,18,unknown,Exeter,unknown,Public
1993,11/2/2017,M,27,Liberty Lane,South Kingstown,Pawcatuck,Public
1994,11/3/2017,M,17,unknown,Exeter,unknown,Public
1995,11/5/2017,F,51,Dawley Park Road,Richmond,Pawcatuck,Public
1996,11/3/2017,M,41,unknown,North Smithfield,unknown,Public
1997,11/7/2017,F,44,unknown,North Smithfield,unknown,Public
1998,11/9/2017,M,47,Woonasquatucket Reservoir,Smithfield,Woonasquatucket,Public
1999,11/29/2017,M,42,Lake Bel Air,North Smithfield,Blackstone,Public
2000,11/29/2017,F,44,Lake Bel Air,North Smithfield,Blackstone,Public
2001,11/3/2017,M,32,Moosup River,Foster,Quinebaug,Public
2002,11/4/2017,F,24,Moosup River,Foster,Quinebaug,Public
2003,11/5/2017,M,37,Moosup River,Foster,Quinebaug,Public
2004,12/6/2017,F,54,Moosup River,Foster,Quinebaug,Public
2005,12/6/2017,F,14,Moosup River,Foster,Quinebaug,Public
2006,12/7/2017,F,14,Moosup River,Foster,Quinebaug,Public
2007,12/7/2017,M,14,Moosup River,Foster,Quinebaug,Public
2008,12/13/2017,F,39,Cherry Valley Pond,Glocester,Blackstone,Public
2009,12/13/2017,unk,10,Cherry Valley Pond,Glocester,Blackstone,Public
2010,12/16/2017,unk,10,Cherry Valley Pond,Glocester,Blackstone,Public
2011,12/16/2017,M,47,Cherry Valley Pond,Glocester,Blackstone,Public
2012,2/16/2018,F,15,Worden's Pond,South Kingstown,Pawcatuck,Public
2013,2/22/2018,F,36,Chase Hill Road,Hopkinton,Pawcatuck,Public
2014,2/26/2018,F,40,Duck Pond Trail,Westerly,Pawcatuck,Public
2015,2/27/2018,M,33,Diamond Bog,Richmond,Pawcatuck,Public
2016,11/2/2017,M,33,unknown,Hopkinton,unknown,Public
2017,12/1/2017,M,16,Moscow Pond,Hopkinton,Pawcatuck,Public
2018,12/2/2017,F,22,Locustville Pond,Hopkinton,Pawcatuck,Public
2019,12/3/2017,F,22,Locustville Pond,Hopkinton,Pawcatuck,Public
2020,12/3/2017,F,33,Locustville Pond,Hopkinton,Pawcatuck,Public
2021,12/4/2017,F,33,Locustville Pond,Hopkinton,Pawcatuck,Public
2022,12/5/2018,F,42,Locustville Pond,Hopkinton,Pawcatuck,Public
2023,3/2/2018,F,35,unknown,Exeter,unknown,Public
2024,2/28/2018,F,17,unknown,Exeter,unknown,Public
2025,2/26/2018,F,38,unknown,Exeter,unknown,Public
2026,11/3/2017,F,36,unknown,Exeter,unknown,Public
